0x00020000; UL; FileMetaInformationGroupLength; File Meta Information Group Length
0x00220010; FL; StereoBaselineAngle; Stereo Baseline Angle
0x00220011; FL; StereoBaselineDisplacement; Stereo Baseline Displacement
0x00220012; FL; StereoHorizontalPixelOffset; Stereo Horizontal Pixel Offset
0x00220013; FL; StereoVerticalPixelOffset; Stereo Vertical Pixel Offset
0x00220014; FL; StereoRotation; Stereo Rotation
0x00220015; SQ; AcquisitionDeviceTypeCodeSequence; Acquisition Device Type Code Sequence
0x00220016; SQ; IlluminationTypeCodeSequence; Illumination Type Code Sequence
0x00220017; SQ; LightPathFilterTypeStackCodeSequence; Light Path Filter Type Stack Code Sequence
0x00220018; SQ; ImagePathFilterTypeStackCodeSequence; Image Path Filter Type Stack Code Sequence
0x00220019; SQ; LensesCodeSequence; Lenses Code Sequence
0x0022001A; SQ; ChannelDescriptionCodeSequence; Channel Description Code Sequence
0x0022001B; SQ; RefractiveStateSequence; Refractive State Sequence
0x0022001C; SQ; MydriaticAgentCodeSequence; Mydriatic Agent Code Sequence
0x0022001D; SQ; RelativeImagePositionCodeSequence; Relative Image Position Code Sequence
0x0022001E; FL; CameraAngleOfView; Camera Angle of View
0x00220020; SQ; StereoPairsSequence; Stereo Pairs Sequence
0x00220021; SQ; LeftImageSequence; Left Image Sequence
0x00220022; SQ; RightImageSequence; Right Image Sequence
0x00220028; CS; StereoPairsPresent; Stereo Pairs Present
0x00220030; FL; AxialLengthOfTheEye; Axial Length of the Eye
0x00220031; SQ; OphthalmicFrameLocationSequence; Ophthalmic Frame Location Sequence
0x00220032; FL; ReferenceCoordinates; Reference Coordinates
0x00220035; FL; DepthSpatialResolution; Depth Spatial Resolution
0x00220036; FL; MaximumDepthDistortion; Maximum Depth Distortion
0x00220037; FL; AlongScanSpatialResolution; Along-scan Spatial Resolution
0x00220038; FL; MaximumAlongScanDistortion; Maximum Along-scan Distortion
0x00220039; CS; OphthalmicImageOrientation; Ophthalmic Image Orientation
0x00220041; FL; DepthOfTransverseImage; Depth of Transverse Image
0x00220042; SQ; MydriaticAgentConcentrationUnitsSequence; Mydriatic Agent Concentration Units Sequence
0x00220048; FL; AcrossScanSpatialResolution; Across-scan Spatial Resolution
0x00220049; FL; MaximumAcrossScanDistortion; Maximum Across-scan Distortion
0x0022004E; DS; MydriaticAgentConcentration; Mydriatic Agent Concentration
0x00220055; FL; IlluminationWaveLength; Illumination Wave Length
0x00220056; FL; IlluminationPower; Illumination Power
0x00220057; FL; IlluminationBandwidth; Illumination Bandwidth
0x00220058; SQ; MydriaticAgentSequence; Mydriatic Agent Sequence
0x00221007; SQ; OphthalmicAxialMeasurementsRightEyeSequence; Ophthalmic Axial Measurements Right Eye Sequence
0x00221008; SQ; OphthalmicAxialMeasurementsLeftEyeSequence; Ophthalmic Axial Measurements Left Eye Sequence
0x00221009; CS; OphthalmicAxialMeasurementsDeviceType; Ophthalmic Axial Measurements Device Type
0x00221010; CS; OphthalmicAxialLengthMeasurementsType; Ophthalmic Axial Length Measurements Type
0x00221012; SQ; OphthalmicAxialLengthSequence; Ophthalmic Axial Length Sequence
0x00221019; FL; OphthalmicAxialLength; Ophthalmic Axial Length
0x00221024; SQ; LensStatusCodeSequence; Lens Status Code Sequence
0x00221025; SQ; VitreousStatusCodeSequence; Vitreous Status Code Sequence
0x00221028; SQ; IOLFormulaCodeSequence; IOL Formula Code Sequence
0x00221029; LO; IOLFormulaDetail; IOL Formula Detail
0x00221033; FL; KeratometerIndex; Keratometer Index
0x00221035; SQ; SourceOfOphthalmicAxialLengthCodeSequence; Source of Ophthalmic Axial Length Code Sequence
0x00221037; FL; TargetRefraction; Target Refraction
0x00221039; CS; RefractiveProcedureOccurred; Refractive Procedure Occurred
0x00221040; SQ; RefractiveSurgeryTypeCodeSequence; Refractive Surgery Type Code Sequence
0x00221044; SQ; OphthalmicUltrasoundMethodCodeSequence; Ophthalmic Ultrasound Method Code Sequence
0x00221050; SQ; OphthalmicAxialLengthMeasurementsSequence; Ophthalmic Axial Length Measurements Sequence
0x00221053; FL; IOLPower; IOL Power
0x00221054; FL; PredictedRefractiveError; Predicted Refractive Error
0x00221059; FL; OphthalmicAxialLengthVelocity; Ophthalmic Axial Length Velocity
0x00221065; LO; LensStatusDescription; Lens Status Description
0x00221066; LO; VitreousStatusDescription; Vitreous Status Description
0x00221090; SQ; IOLPowerSequence; IOL Power Sequence
0x00221092; SQ; LensConstantSequence; Lens Constant Sequence
0x00221093; LO; IOLManufacturer; IOL Manufacturer
0x00221095; LO; ImplantName; Implant Name
0x00221096; SQ; KeratometryMeasurementTypeCodeSequence; Keratometry Measurement Type Code Sequence
0x00221097; LO; ImplantPartNumber; Implant Part Number
0x00221100; SQ; ReferencedOphthalmicAxialMeasurementsSequence; Referenced Ophthalmic Axial Measurements Sequence
0x00221101; SQ; OphthalmicAxialLengthMeasurementsSegmentNameCodeSequence; Ophthalmic Axial Length Measurements Segment Name Code Sequence
0x00221103; SQ; RefractiveErrorBeforeRefractiveSurgeryCodeSequence; Refractive Error Before Refractive Surgery Code Sequence
0x00221121; FL; IOLPowerForExactEmmetropia; IOL Power For Exact Emmetropia
0x00221122; FL; IOLPowerForExactTargetRefraction; IOL Power For Exact Target Refraction
0x00221125; SQ; AnteriorChamberDepthDefinitionCodeSequence; Anterior Chamber Depth Definition Code Sequence
0x00221127; SQ; LensThicknessSequence; Lens Thickness Sequence
0x00221128; SQ; AnteriorChamberDepthSequence; Anterior Chamber Depth Sequence
0x00221130; FL; LensThickness; Lens Thickness
0x00221131; FL; AnteriorChamberDepth; Anterior Chamber Depth
0x00221132; SQ; SourceOfLensThicknessDataCodeSequence; Source of Lens Thickness Data Code Sequence
0x00221133; SQ; SourceOfAnteriorChamberDepthDataCodeSequence; Source of Anterior Chamber Depth Data Code Sequence
0x00221134; SQ; SourceOfRefractiveMeasurementsSequence; Source of Refractive Measurements Sequence
0x00221135; SQ; SourceOfRefractiveMeasurementsCodeSequence; Source of Refractive Measurements Code Sequence
0x00221140; CS; OphthalmicAxialLengthMeasurementModified; Ophthalmic Axial Length Measurement Modified
0x00221150; SQ; OphthalmicAxialLengthDataSourceCodeSequence; Ophthalmic Axial Length Data Source Code Sequence
0x00221155; FL; SignalToNoiseRatio; Signal to Noise Ratio
0x00221159; LO; OphthalmicAxialLengthDataSourceDescription; Ophthalmic Axial Length Data Source Description
0x00221210; SQ; OphthalmicAxialLengthMeasurementsTotalLengthSequence; Ophthalmic Axial Length Measurements Total Length Sequence
0x00221211; SQ; OphthalmicAxialLengthMeasurementsSegmentalLengthSequence; Ophthalmic Axial Length Measurements Segmental Length Sequence
0x00221212; SQ; OphthalmicAxialLengthMeasurementsLengthSummationSequence; Ophthalmic Axial Length Measurements Length Summation Sequence
0x00221220; SQ; UltrasoundOphthalmicAxialLengthMeasurementsSequence; Ultrasound Ophthalmic Axial Length Measurements Sequence
0x00221225; SQ; OpticalOphthalmicAxialLengthMeasurementsSequence; Optical Ophthalmic Axial Length Measurements Sequence
0x00221230; SQ; UltrasoundSelectedOphthalmicAxialLengthSequence; Ultrasound Selected Ophthalmic Axial Length Sequence
0x00221250; SQ; OphthalmicAxialLengthSelectionMethodCodeSequence; Ophthalmic Axial Length Selection Method Code Sequence
0x00221255; SQ; OpticalSelectedOphthalmicAxialLengthSequence; Optical Selected Ophthalmic Axial Length Sequence
0x00221257; SQ; SelectedSegmentalOphthalmicAxialLengthSequence; Selected Segmental Ophthalmic Axial Length Sequence
0x00221260; SQ; SelectedTotalOphthalmicAxialLengthSequence; Selected Total Ophthalmic Axial Length Sequence
0x00221262; SQ; OphthalmicAxialLengthQualityMetricSequence; Ophthalmic Axial Length Quality Metric Sequence
0x00221300; SQ; IntraocularLensCalculationsRightEyeSequence; Intraocular Lens Calculations Right Eye Sequence
0x00221310; SQ; IntraocularLensCalculationsLeftEyeSequence; Intraocular Lens Calculations Left Eye Sequence
0x00221330; SQ; ReferencedOphthalmicAxialLengthMeasurementQCImageSequence; Referenced Ophthalmic Axial Length Measurement QC Image Sequence
0x00221415; CS; OphthalmicMappingDeviceType; Ophthalmic Mapping Device Type
0x00221420; SQ; AcquisitionMethodCodeSequence; Acquisition Method Code Sequence
0x00221423; SQ; AcquisitionMethodAlgorithmSequence; Acquisition Method Algorithm Sequence
0x00221436; SQ; OphthalmicThicknessMapTypeCodeSequence; Ophthalmic Thickness Map Type Code Sequence
0x00221443; SQ; OphthalmicThicknessMappingNormalsSequence; Ophthalmic Thickness Mapping Normals Sequence
0x00221445; SQ; RetinalThicknessDefinitionCodeSequence; Retinal Thickness Definition Code Sequence
0x00221450; SQ; PixelValueMappingToCodedConceptSequence; Pixel Value Mapping to Coded Concept Sequence
0x00221452; US; MappedPixelValue; Mapped Pixel Value
0x00221454; LO; PixelValueMappingExplanation; Pixel Value Mapping Explanation
0x00221458; SQ; OphthalmicThicknessMapQualityThresholdSequence; Ophthalmic Thickness Map Quality Threshold Sequence
0x00221460; FL; OphthalmicThicknessMapThresholdQualityRating; Ophthalmic Thickness Map Threshold Quality Rating
0x00221463; FL; AnatomicStructureReferencePoint; Anatomic Structure Reference Point
0x00221465; SQ; RegistrationToLocalizerSequence; Registration to Localizer Sequence
0x00221466; CS; RegisteredLocalizerUnits; Registered Localizer Units
0x00221467; FL; RegisteredLocalizerTopLeftHandCorner; Registered Localizer Top Left Hand Corner
0x00221468; FL; RegisteredLocalizerBottomRightHandCorner; Registered Localizer Bottom Right Hand Corner
0x00221470; SQ; OphthalmicThicknessMapQualityRatingSequence; Ophthalmic Thickness Map Quality Rating Sequence
0x00221472; SQ; RelevantOPTAttributesSequence; Relevant OPT Attributes Sequence
0x00221512; SQ; TransformationMethodCodeSequence; Transformation Method Code Sequence
0x00221513; SQ; TransformationAlgorithmSequence; Transformation Algorithm Sequence
0x00221515; CS; OphthalmicAxialLengthMethod; Ophthalmic Axial Length Method
0x00221517; FL; OphthalmicFOV; Ophthalmic FOV
0x00221518; SQ; TwoDimensionalToThreeDimensionalMapSequence; Two Dimensional to Three Dimensional Map Sequence
0x00221525; SQ; WideFieldOphthalmicPhotographyQualityRatingSequence; Wide Field Ophthalmic Photography Quality Rating Sequence
0x00221526; SQ; WideFieldOphthalmicPhotographyQualityThresholdSequence; Wide Field Ophthalmic Photography Quality Threshold Sequence
0x00221527; FL; WideFieldOphthalmicPhotographyThresholdQualityRating; Wide Field Ophthalmic Photography Threshold Quality Rating
0x00221528; FL; XCoordinatesCenterPixelViewAngle; X Coordinates Center Pixel View Angle
0x00221529; FL; YCoordinatesCenterPixelViewAngle; Y Coordinates Center Pixel View Angle
0x00221530; UL; NumberOfMapPoints; Number of Map Points
0x00221531; OF; TwoDimensionalToThreeDimensionalMapData; Two Dimensional to Three Dimensional Map Data
0x00240010; FL; VisualFieldHorizontalExtent; Visual Field Horizontal Extent
0x00240011; FL; VisualFieldVerticalExtent; Visual Field Vertical Extent
0x00240012; CS; VisualFieldShape; Visual Field Shape
0x00240016; SQ; ScreeningTestModeCodeSequence; Screening Test Mode Code Sequence
0x00240018; FL; MaximumStimulusLuminance; Maximum Stimulus Luminance
0x00240020; FL; BackgroundLuminance; Background Luminance
0x00240021; SQ; StimulusColorCodeSequence; Stimulus Color Code Sequence
0x00240024; SQ; BackgroundIlluminationColorCodeSequence; Background Illumination Color Code Sequence
0x00240025; FL; StimulusArea; Stimulus Area
0x00240028; FL; StimulusPresentationTime; Stimulus Presentation Time
0x00240032; SQ; FixationSequence; Fixation Sequence
0x00240033; SQ; FixationMonitoringCodeSequence; Fixation Monitoring Code Sequence
0x00240034; SQ; VisualFieldCatchTrialSequence; Visual Field Catch Trial Sequence
0x00240035; US; FixationCheckedQuantity; Fixation Checked Quantity
0x00240036; US; PatientNotProperlyFixatedQuantity; Patient Not Properly Fixated Quantity
0x00240037; CS; PresentedVisualStimuliDataFlag; Presented Visual Stimuli Data Flag
0x00240038; US; NumberOfVisualStimuli; Number of Visual Stimuli
0x00240039; CS; ExcessiveFixationLossesDataFlag; Excessive Fixation Losses Data Flag
0x00240040; CS; ExcessiveFixationLosses; Excessive Fixation Losses
0x00240042; US; StimuliRetestingQuantity; Stimuli Retesting Quantity
0x00240044; LT; CommentsOnPatientPerformanceOfVisualField; Comments on Patient's Performance of Visual Field
0x00240045; CS; FalseNegativesEstimateFlag; False Negatives Estimate Flag
0x00240046; FL; FalseNegativesEstimate; False Negatives Estimate
0x00240048; US; NegativeCatchTrialsQuantity; Negative Catch Trials Quantity
0x00240050; US; FalseNegativesQuantity; False Negatives Quantity
0x00240051; CS; ExcessiveFalseNegativesDataFlag; Excessive False Negatives Data Flag
0x00240052; CS; ExcessiveFalseNegatives; Excessive False Negatives
0x00240053; CS; FalsePositivesEstimateFlag; False Positives Estimate Flag
0x00240054; FL; FalsePositivesEstimate; False Positives Estimate
0x00240055; CS; CatchTrialsDataFlag; Catch Trials Data Flag
0x00240056; US; PositiveCatchTrialsQuantity; Positive Catch Trials Quantity
0x00240057; CS; TestPointNormalsDataFlag; Test Point Normals Data Flag
0x00240058; SQ; TestPointNormalsSequence; Test Point Normals Sequence
0x00240059; CS; GlobalDeviationProbabilityNormalsFlag; Global Deviation Probability Normals Flag
0x00240060; US; FalsePositivesQuantity; False Positives Quantity
0x00240061; CS; ExcessiveFalsePositivesDataFlag; Excessive False Positives Data Flag
0x00240062; CS; ExcessiveFalsePositives; Excessive False Positives
0x00240063; CS; VisualFieldTestNormalsFlag; Visual Field Test Normals Flag
0x00240064; SQ; ResultsNormalsSequence; Results Normals Sequence
0x00240065; SQ; AgeCorrectedSensitivityDeviationAlgorithmSequence; Age Corrected Sensitivity Deviation Algorithm Sequence
0x00240066; FL; GlobalDeviationFromNormal; Global Deviation From Normal
0x00240067; SQ; GeneralizedDefectSensitivityDeviationAlgorithmSequence; Generalized Defect Sensitivity Deviation Algorithm Sequence
0x00240068; FL; LocalizedDeviationFromNormal; Localized Deviation From Normal
0x00240069; LO; PatientReliabilityIndicator; Patient Reliability Indicator
0x00240070; FL; VisualFieldMeanSensitivity; Visual Field Mean Sensitivity
0x00240071; FL; GlobalDeviationProbability; Global Deviation Probability
0x00240072; CS; LocalDeviationProbabilityNormalsFlag; Local Deviation Probability Normals Flag
0x00240073; FL; LocalizedDeviationProbability; Localized Deviation Probability
0x00240074; CS; ShortTermFluctuationCalculated; Short Term Fluctuation Calculated
0x00240075; FL; ShortTermFluctuation; Short Term Fluctuation
0x00240076; CS; ShortTermFluctuationProbabilityCalculated; Short Term Fluctuation Probability Calculated
0x00240077; FL; ShortTermFluctuationProbability; Short Term Fluctuation Probability
0x00240078; CS; CorrectedLocalizedDeviationFromNormalCalculated; Corrected Localized Deviation From Normal Calculated
0x00240079; FL; CorrectedLocalizedDeviationFromNormal; Corrected Localized Deviation From Normal
0x00240080; CS; CorrectedLocalizedDeviationFromNormalProbabilityCalculated; Corrected Localized Deviation From Normal Probability Calculated
0x00240081; FL; CorrectedLocalizedDeviationFromNormalProbability; Corrected Localized Deviation From Normal Probability
0x00240083; SQ; GlobalDeviationProbabilitySequence; Global Deviation Probability Sequence
0x00240085; SQ; LocalizedDeviationProbabilitySequence; Localized Deviation Probability Sequence
0x00240086; CS; FovealSensitivityMeasured; Foveal Sensitivity Measured
0x00240087; FL; FovealSensitivity; Foveal Sensitivity
0x00240088; FL; VisualFieldTestDuration; Visual Field Test Duration
0x00240089; SQ; VisualFieldTestPointSequence; Visual Field Test Point Sequence
0x00240090; FL; VisualFieldTestPointXCoordinate; Visual Field Test Point X-Coordinate
0x00240091; FL; VisualFieldTestPointYCoordinate; Visual Field Test Point Y-Coordinate
0x00240092; FL; AgeCorrectedSensitivityDeviationValue; Age Corrected Sensitivity Deviation Value
0x00240093; CS; StimulusResults; Stimulus Results
0x00240094; FL; SensitivityValue; Sensitivity Value
0x00240095; CS; RetestStimulusSeen; Retest Stimulus Seen
0x00240096; FL; RetestSensitivityValue; Retest Sensitivity Value
0x00240097; SQ; VisualFieldTestPointNormalsSequence; Visual Field Test Point Normals Sequence
0x00240098; FL; QuantifiedDefect; Quantified Defect
0x00240100; FL; AgeCorrectedSensitivityDeviationProbabilityValue; Age Corrected Sensitivity Deviation Probability Value
0x00240102; CS; GeneralizedDefectCorrectedSensitivityDeviationFlag; Generalized Defect Corrected Sensitivity Deviation Flag
0x00240103; FL; GeneralizedDefectCorrectedSensitivityDeviationValue; Generalized Defect Corrected Sensitivity Deviation Value
0x00240104; FL; GeneralizedDefectCorrectedSensitivityDeviationProbabilityValue; Generalized Defect Corrected Sensitivity Deviation Probability Value
0x00240105; FL; MinimumSensitivityValue; Minimum Sensitivity Value
